物料	物料号	产品名称	型号规格	型号规格（中）	物料特征	六位代码	供应商代码	供应商名称	基本单位	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	物流毛重	物流毛重单位	物流体积	物流体积单位	物流长度	物流宽度	物流高度	物流尺寸单位	SN标志	基本单位 /主包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	基本单位 /次包装箱	净重（公斤）	毛重 （公斤）	体积（立方	长度（米）	宽度（米	高度（米）	经销商价格	SRP	始销日期	停止日期	下载日期	产品组	业务部门	物料组1
27-5156-90	P27515690	VGN-P49J/U(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.416	KG	6667.5	CCM	30	17.5	12.7	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8549		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-91	P27515691	VGN-P47J/G(绿)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.42	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-92	P27515692	VGN-P45J/Q	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.4	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5699		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-93	P27515693	VGN-P47J/Q(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.42	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6649		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-94	P27515694	VGN-P47J/N(金)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.42	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-95	P27515695	VGN-P47J/R(红)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.42	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-96	P27515696	VGN-P47J/W(白)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.42	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-97	P27515697	VGN-P47J/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.42	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5699		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-98	P27515698	VGN-P45J/P	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.4	KG	6903	CCM	29.5	18	13	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4749		20010101	0	20110829	VAIO	CSM	VAIO
27-5156-99	P27515699	VGN-P49J/I(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	1.416	KG	6667.5	CCM	30	17.5	12.7	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8549		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-90	P27516390	VPCS119GC/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10544		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-91	P27516391	VPCS118EC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-92	P27516392	VPCS115EC/B	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6649		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-93	P27516393	VPCS119GC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10734		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-94	P27516394	VPCS118EC/G(绿)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-95	P27516395	VPCS118EC/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7599		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-96	P27516396	VPCS115EC/G	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6649		20010101	0	20110829	VAIO	CSM	VAIO
27-5163-97	P27516397	VPCS115EC/P	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.2	KG	15128	CCM	31	10	48.8	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6649		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-90	P27518090	VPCW218JC/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.02	KG	10010	CCM	11	26	35	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4127		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-91	P27518091	VPCW217JC/P	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.02	KG	10010	CCM	11	26	35	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3647		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-92	P27518092	VPCW218JC/T(棕)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-93	P27518093	VPCW218JC/W	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.2	KG	10010	CCM	11	26	35	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4127		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-94	P27518094	VPCW218JC/L(蓝)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-95	P27518095	VPCW217JC/W	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.02	KG	10010	CCM	11	26	35	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3647		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-96	P27518096	VPCW219JC/WI(白)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.2	KG	9145.5	CCM	33.5	11.375	24	CM	X	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4319		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-97	P27518097	VPCW217JC/T	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.02	KG	10010	CCM	11	26	35	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3647		20010101	0	20110829	VAIO	CSM	VAIO
27-5180-98	P27518098	VPCW217JC/L(蓝)	NOTEBOOK	笔记本电脑		SZSLBZ	2000069	达功（上海）电脑有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	2.02	KG	10010	CCM	11	26	35	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3647		20010101	0	20110829	VAIO	CSM	VAIO
27-5182-90	P27518290	VGN-NW35E/B	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.1	KG	16621.92	CCM	50.4	9.7	34	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4799		20010101	0	20110829	VAIO	CSM	VAIO
27-5182-91	P27518291	VGN-NW35E/P	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.1	KG	16621.92	CCM	50.4	9.7	34	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4799		20010101	0	20110829	VAIO	CSM	VAIO
27-5182-92	P27518292	VGN-NW35E/W	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.1	KG	16621.92	CCM	50.4	9.7	34	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4799		20010101	0	20110829	VAIO	CSM	VAIO
27-5186-80	P27518680	VGP-BPL23	Battery	笔记本电池		SZSLBZ	500100	Sony Corporation-USD	个	0.47	0.47	0.000395535	0.2051	0.0475	0.0406	0.6	KG	2331	CCM	7.4	10.5	30	CM		10	0	0	0	0	0	0	0	0	0	0	0	0	0	1031		20010101	0	20110829	VAIOAC	CSM	VAIO Battery
27-5201-90	P27520190	VPCCW28EC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6934		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-91	P27520191	VPCCW28EC/L(蓝)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6934		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-92	P27520192	VPCCW28EC/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6934		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-93	P27520193	VPCCW28EC/R(红)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6934		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-94	P27520194	VPCCW28EC/W(白)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6934		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-95	P27520195	VPCCW26EC/B	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5729		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-96	P27520196	VPCCW26EC/P	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5729		20010101	0	20110829	VAIO	CSM	VAIO
27-5201-97	P27520197	VPCCW26EC/W	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.4	KG	17059.875	CCM	48.5	10.5	33.5	CM	X	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5729		20010101	0	20110829	VAIO	CSM	VAIO
27-5204-80	P27520480	VGP-KBV4/B(黑)	Keyboard Cover	键盘贴膜		SZSLBZ	500100	Sony Corporation-USD	个	0.01	0.01	0.00033	0.3	0.11	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIOAC	CSM	笔记本键盘贴膜
27-5204-81	P27520481	VGP-KBV4/S(银)	Keyboard Cover	键盘贴膜		SZSLBZ	500100	Sony Corporation-USD	个	0.01	0.01	0.00033	0.3	0.11	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIOAC	CSM	笔记本键盘贴膜
27-5204-82	P27520482	VGP-KBV4/P(粉)	Keyboard Cover	键盘贴膜		SZSLBZ	500100	Sony Corporation-USD	个	0.01	0.01	0.00033	0.3	0.11	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIOAC	CSM	笔记本键盘贴膜
27-5204-83	P27520483	VGP-KBV4/L(蓝)	Keyboard Cover	键盘贴膜		SZSLBZ	500100	Sony Corporation-USD	个	0.01	0.01	0.00033	0.3	0.11	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIOAC	CSM	笔记本键盘贴膜
27-5204-84	P27520484	VGP-KBV4/G(绿)	Keyboard Cover	键盘贴膜		SZSLBZ	500100	Sony Corporation-USD	个	0.01	0.01	0.00033	0.3	0.11	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		20010101	0	20110829	VAIOAC	CSM	笔记本键盘贴膜
27-5204-85	P27520485	VGP-KBV4/V(紫)	Keyboard Cover	键盘贴膜		SZSLBZ	500100	Sony Corporation-USD	个	0.01	0.01	0.00033	0.3	0.11	0.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	20110829	VAIOAC	CSM	笔记本键盘贴膜
27-5211-80	P27521180	VGP-WMS30/B(黑)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.48	0.48	0.00008	0.08	0.05	0.02	0.29	KG	2997	CCM	18.5	6	27	CM		10	0	0	0	0	0	0	0	0	0	0	0	0	0	339		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5211-81	P27521181	VGP-WMS30/W(白)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.48	0.48	0.00008	0.08	0.05	0.02	0.29	KG	2997	CCM	18.5	6	27	CM		10	0	0	0	0	0	0	0	0	0	0	0	0	0	339		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5211-82	P27521182	VGP-WMS30/P(粉)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.48	0.48	0.00008	0.08	0.05	0.02	0.29	KG	2997	CCM	18.5	6	27	CM		10	0	0	0	0	0	0	0	0	0	0	0	0	0	339		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5211-83	P27521183	VGP-WMS30/B(黑)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.48	0.48	0.00008	0.08	0.05	0.02	0.3	KG	2997	CCM	7.4	15	27	CM		270	0	0	0	0	0	0	0	0	0	0	0	0	0	339		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5211-84	P27521184	VGP-WMS30/W(白)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.48	0.48	0.00008	0.08	0.05	0.02	0.3	KG	2997	CCM	7.4	15	27	CM		270	0	0	0	0	0	0	0	0	0	0	0	0	0	339		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5211-85	P27521185	VGP-WMS30/P(粉)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.48	0.48	0.00008	0.08	0.05	0.02	0.3	KG	2997	CCM	7.4	15	27	CM		270	0	0	0	0	0	0	0	0	0	0	0	0	0	339		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5213-00	P27521300	VGP-CNM03/B(黑)	VAIO Bag	VAIO电脑包		SZSLBZ	1603000	东莞星浩手袋有限公司	个	0.48	0.48	0.0055	0.2	0.55	0.05	0.81	KG	11193	CCM	6.5	42	41	CM			0	0	0	0	0	0	0	0	0	0	0	0	0	366		20010101	0	20110829	VAIOAC	CSM	VAIO BAG
27-5214-80	P27521480	VGP-BMS20/B(黑)	VAIO Mouse	VAIO 鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.221	KG	1195.543	CCM	4.529	22	12	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-81	P27521481	VGP-BMS20/W(白)	VAIO Mouse	VAIO 鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.221	KG	1195.543	CCM	4.529	22	12	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-82	P27521482	VGP-BMS20/P(粉)	VAIO Mouse	VAIO 鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.221	KG	1195.543	CCM	4.529	22	12	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-83	P27521483	VGP-BMS20/L(蓝)	VAIO Mouse	VAIO 鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.221	KG	1195.543	CCM	4.529	22	12	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-84	P27521484	VGP-BMS20/G(绿)	VAIO Mouse	VAIO 鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.221	KG	1195.543	CCM	4.529	22	12	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-85	P27521485	VGP-BMS20/D (橙)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.000184673	0.053	0.1124	0.031	0.211	KG	1169.143	CCM	4.429	12	22	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-86	P27521486	VGP-BMS20/GI(荧光绿)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.000184673	0.053	0.1124	0.031	0.211	KG	1169.143	CCM	4.429	12	22	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-87	P27521487	VGP-BMS20/PI(荧光粉)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.000184673	0.053	0.1124	0.031	0.211	KG	1169.143	CCM	4.429	12	22	CM		14	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-88	P27521488	VGP-BMS20/B(黑)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.214	KG	1300.893	CCM	4.429	11.75	25	CM		672	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5214-89	P27521489	VGP-BMS20/W(白)	VAIO Mouse	VAIO鼠标		SZSLBZ	500100	Sony Corporation-USD	个	0.105	0.105	0.00005625	0.075	0.05	0.015	0.214	KG	1300.893	CCM	4.429	11.75	25	CM		672	0	0	0	0	0	0	0	0	0	0	0	0	0	459		20010101	0	20110829	VAIOAC	CSM	VAIO MOUSE
27-5224-80	P27522480	VGP-AC19V51	AC ADAPTER	电源适配器		SZSLBZ	500100	Sony Corporation-USD	个	0.62	0.62	0.000701352	0.036	0.0255	0.0764	0.077	KG	668.869	CCM	1.725	23.5	16.5	CM		10	0	0	0	0	0	0	0	0	0	0	0	0	0	629		20010101	0	20110829	VAIOAC	CSM	VAIO AC ADAPTOR
27-5224-81	P27522481	VGP-AC19V51	AC ADAPTER	电源适配器		SZSLBZ	500100	Sony Corporation-USD	个	0.62	0.62	0.000701352	0.036	0.0255	0.0764	0.812	KG	2818.8	CCM	7.2	13.5	29	CM		270	0	0	0	0	0	0	0	0	0	0	0	0	0	629		20010101	0	20110829	VAIOAC	CSM	VAIO AC ADAPTOR
27-5231-90	P27523190	VPCEA16EC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.5	KG	15925	CCM	49	32.5	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	5443		0	0	20110829	VAIO	CSM	VAIO
27-5231-91	P27523191	VPCEA18EC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.8	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6174		0	0	20110829	VAIO	CSM	VAIO
27-5231-92	P27523192	VPCEA28EC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.0009	0.3	0.15	0.02	4	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6174		20010101	0	20110829	VAIO	CSM	VAIO
27-5231-93	P27523193	VPCEA27EC/B(黑)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.0009	0.3	0.15	0.02	4	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	5252		20010101	0	20110829	VAIO	CSM	VAIO
27-5231-94	P27523194	VPCEA25EC/PI(哑光粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.0009	0.3	0.15	0.02	4	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	4799		20010101	0	20110829	VAIO	CSM	VAIO
27-5231-95	P27523195	VPCEA18EC/L(蓝)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.8	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6174		0	0	20110829	VAIO	CSM	VAIO
27-5231-96	P27523196	VPCEA18EC/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.8	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6174		0	0	20110829	VAIO	CSM	VAIO
27-5231-97	P27523197	VPCEA18EC/W(白)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.8	KG	16170	CCM	49	33	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6174		0	0	20110829	VAIO	CSM	VAIO
27-5231-98	P27523198	VPCEA16EC/L(蓝)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.5	KG	15925	CCM	49	32.5	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	5443		0	0	20110829	VAIO	CSM	VAIO
27-5231-99	P27523199	VPCEA16EC/P(粉)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.5	KG	15925	CCM	49	32.5	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	5443		0	0	20110829	VAIO	CSM	VAIO
27-5232-90	P27523290	VPCEA16EC/W(白)	NOTEBOOK	笔记本电脑		SZSLBZ	2000089	鸿富泰精密电子（烟台）有限公司	台	1.25	1.25	0.006	0.2	0.1	0.3	4.5	KG	15925	CCM	49	32.5	10	CM	X	60	0	0	0	0	0	0	0	0	0	0	0	0	0	5443		0	0	20110829	VAIO	CSM	VAIO
